Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","4750.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","384","Côte d'Ivoire","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-1.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","191","Croatie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","191","Croatie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","27207","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","191","Croatie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.69","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","192","Cuba","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","208","Danemark","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","55356.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","208","Danemark","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","4451.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","262","Djibouti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.74","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","212","Dominique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","11511.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","212","Dominique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","1.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","818","Égypte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","10435.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","818","Égypte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-1.42","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","8617.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","222","El Salvador","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","71182.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","784","Émirats arabes unis","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","218","Équateur","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","11679.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","218","Équateur","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","232","Érythrée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.73","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","724","Espagne","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","3.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","724","Espagne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","39528.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","724","Espagne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","233","Estonie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","2.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","233","Estonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","33821.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","233","Estonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","8213.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-0.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","1.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","59914.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","0.29","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","1988","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","","-1.68","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2017","2017","km","0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2017","2017","Int$/cap","25926.4","X","Ciffre de sources internationales",""
